name,handle,public_date,raw_body,body_text,summary_text,sources,industry_ids,,,
jeremy tooker,,5-Jan-18,"<div class=""info-body"">
<p>Publicly reported
              January  5, 2018</p>
<p>Multiple former employees have said he sexually assaulted and harassed women and created a toxic workplace culture. He has left Four Barrel Coffee.</p>
</div>","Publicly reported.        January 5, 2018. Multiple former employees have said he sexually assaulted and harassed women and created a toxic workplace culture. He has left Four Barrel Coffee.",Multiple former employees have said he sexually assaulted and harassed women and created a toxic workplace culture. He has left Four Barrel Coffee,"['https://www.sfchronicle.com/restaurants/article/Four-Barrel-Coffee-founder-Jeremy-Tooker-accused-12476911.php', 'https://www.sfgate.com/bayarea/article/Four-Barrel-Coffee-Jeremy-Tooker-divests-company-12479189.php']",other,,,
andy savage,,5-Jan-18,"<div class=""info-body"">
<p>Publicly reported
              January  5, 2018</p>
<p>A woman has reported that he sexually assaulted her when she was 17. He has resigned from his church and his upcoming book release has been canceled.</p>
</div>","Publicly reported.        January 5, 2018. A woman has reported that he sexually assaulted her when she was 17. He has resigned from his church and his upcoming book release has been canceled.",A woman has reported that he sexually assaulted her when she was 17. He has resigned from his church and his upcoming book release has been canceled,"['http://watchkeep.blogspot.co.uk/2018/01/silent-no-more-survivor-of-sexual.html', 'https://www.nytimes.com/2018/01/09/us/memphis-megachurch-sex-assault.html?smid=fb-nytimes&smtyp=cur', 'http://www.christianitytoday.com/news/2018/march/andy-savage-resigns-abuse-megachurch-standing-ovation.html']",other,,,
charlie hallowell,,27-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 27, 2017</p>
<p>More than a dozen former employees have reported that he engaged in sexual harassment and verbal abuse. He has stepped away from daily business at his restaurants.</p>
</div>","Publicly reported.        December 27, 2017. More than a dozen former employees have reported that he engaged in sexual harassment and verbal abuse. He has stepped away from daily business at his restaurants.",More than a dozen former employees have reported that he engaged in sexual harassment and verbal abuse. He has stepped away from daily business at his restaurants,['https://www.sfchronicle.com/restaurants/article/Oakland-chef-Charlie-Hallowell-steps-away-from-12458550.php'],other,,,
brad kern,,14-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 14, 2017</p>
<p>Multiple people have said he sexually harassed women or made offensive comments in the workplace. He has been fired from the TV show.</p>
</div>","Publicly reported.        December 14, 2017. Multiple people have said he sexually harassed women or made offensive comments in the workplace. He has been fired from the TV show.",Multiple people have said he sexually harassed women or made offensive comments in the workplace. He has been fired from the TV show,"['https://variety.com/2017/tv/news/brad-kern-cbs-showrunner-ncis-new-orleans-cbs-harassment-1202641474/', 'https://www.hollywoodreporter.com/live-feed/brad-kern-being-investigated-as-cbs-renews-ncis-new-orleans-producers-deal-1120350', 'https://www.hollywoodreporter.com/live-feed/ncis-new-orleans-producer-brad-kern-fired-by-cbs-1148613']",other,,,
ken friedman,,12-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 12, 2017</p>
<p>Multiple women have said he made unwanted sexual advances toward them. He is taking a leave of absence from his restaurants.</p>
</div>","Publicly reported.        December 12, 2017. Multiple women have said he made unwanted sexual advances toward them. He is taking a leave of absence from his restaurants.",Multiple women have said he made unwanted sexual advances toward them. He is taking a leave of absence from his restaurants,['https://www.nytimes.com/2017/12/12/dining/ken-friedman-sexual-harassment.html'],other,,,
mario batali,,11-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 11, 2017</p>
<p>Multiple women have said he groped them or touched them inappropriately. He is stepping away from his businesses.</p>
</div>","Publicly reported.        December 11, 2017. Multiple women have said he groped them or touched them inappropriately. He is stepping away from his businesses.",Multiple women have said he groped them or touched them inappropriately. He is stepping away from his businesses,['https://ny.eater.com/2017/12/11/16759540/mario-batali-sexual-misconduct-allegations'],other,,,
larry nassar,@larrynassar,10-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November 10, 2017</p>
<p>More than 100 women and girls have reported that he sexually assaulted or abused them. He has been sentenced to 40-175 years in prison, in addition to a previous 60-year sentence for child pornography.</p>
</div>","Publicly reported.        November 10, 2017. More than 100 women and girls have reported that he sexually assaulted or abused them. He has been sentenced to 40-175 years in prison, in addition to a previous 60-year sentence for child pornography.","More than 100 women and girls have reported that he sexually assaulted or abused them. He has been sentenced to 40-175 years in prison, in addition to a previous 60-year sentence for child pornography","['https://www.usatoday.com/story/sports/2017/11/10/three-time-olympic-gold-medalist-aly-raisman-says-she-abused-usa-gymnastics-doctor/851252001/', 'https://www.theplayerstribune.com/aly-raisman-gymnast-olympian/', 'http://www.lansingstatejournal.com/story/news/local/2017/11/07/mediation-larry-nassar-lawsuits-could-extended-into-december/841629001/', 'http://www.lansingstatejournal.com/story/news/local/2017/12/07/larry-nassar-sentenced-60-years-federal-child-pornography-case/908838001/']",other,,,
todd heatherton,,31-Oct-17,"<div class=""info-body"">
<p>Publicly reported
              October 31, 2017</p>
<p>A woman says that he groped her, and more than a dozen people report that he created a hostile environment “in which sexual harassment is normalized.” He has been placed on leave, and law enforcement is investigating.</p>
</div>","Publicly reported.        October 31, 2017. A woman says that he groped her, and more than a dozen people report that he created a hostile environment “in which sexual harassment is normalized.” He has been placed on leave, and law enforcement is investigating.","A woman says that he groped her, and more than a dozen people report that he created a hostile environment “in which sexual harassment is normalized.” He has been placed on leave, and law enforcement is investigating","['https://www.nytimes.com/2017/10/31/us/dartmouth-professors-sexual-misconduct.html', 'http://www.slate.com/articles/health_and_science/science/2017/11/dartmouth_professor_todd_heatherton_accused_of_groping_a_woman_in_2002.html', 'https://www.insidehighered.com/quicktakes/2017/11/17/allegations-dartmouth-harassment-case', 'http://www.vnews.com/Dartmouth-Heatherton-Accusations-13761267', 'https://www.facebook.com/apsaygin/posts/10155872413655879']",other,,,
william kelley,,31-Oct-17,"<div class=""info-body"">
<p>Publicly reported
              October 31, 2017</p>
<p>More than a dozen people report that he created a hostile environment “in which sexual harassment is normalized.” He has been placed on leave, and law enforcement is investigating.</p>
</div>","Publicly reported.        October 31, 2017. More than a dozen people report that he created a hostile environment “in which sexual harassment is normalized.” He has been placed on leave, and law enforcement is investigating.","More than a dozen people report that he created a hostile environment “in which sexual harassment is normalized.” He has been placed on leave, and law enforcement is investigating","['http://www.thedartmouth.com/article/2017/11/fifteen-students-allege-three-professors-created-hostile-academic-environment', 'http://www.slate.com/articles/health_and_science/science/2017/11/dartmouth_professor_todd_heatherton_accused_of_groping_a_woman_in_2002.html', 'https://www.nytimes.com/2017/10/31/us/dartmouth-professors-sexual-misconduct.html', 'https://www.insidehighered.com/quicktakes/2017/11/17/allegations-dartmouth-harassment-case']",other,,,
paul whalen,,31-Oct-17,"<div class=""info-body"">
<p>Publicly reported
              October 31, 2017</p>
<p>More than a dozen people report that he created a hostile environment “in which sexual harassment is normalized.” He has been placed on leave and law enforcement is investigating.</p>
</div>","Publicly reported.        October 31, 2017. More than a dozen people report that he created a hostile environment “in which sexual harassment is normalized.” He has been placed on leave and law enforcement is investigating.",More than a dozen people report that he created a hostile environment “in which sexual harassment is normalized.” He has been placed on leave and law enforcement is investigating,"['http://www.thedartmouth.com/article/2017/11/fifteen-students-allege-three-professors-created-hostile-academic-environment', 'http://www.slate.com/articles/health_and_science/science/2017/11/dartmouth_professor_todd_heatherton_accused_of_groping_a_woman_in_2002.html', 'https://www.nytimes.com/2017/10/31/us/dartmouth-professors-sexual-misconduct.html', 'https://www.insidehighered.com/quicktakes/2017/11/17/allegations-dartmouth-harassment-case']",other,,,
